utc_datetime,dji,dxy,ftxin25,hyg,n225,ndx,spvixstr,spx,topx,vix
2023-03-03 00:00:00+00:00,33003.57,104.964,13311.26,73.96,27498.87,12044.869,4.95,3981.35,1994.57,19.59
2023-03-04 00:00:00+00:00,33390.97,104.527,13484.92,74.72,27927.47,12290.807,4.8,4045.64,2019.52,18.49
2023-03-05 00:00:00+00:00,,,,,,12290.807,,,,
2023-03-06 00:00:00+00:00,,104.627,,,,,,,,
2023-03-07 00:00:00+00:00,33431.44,104.292,13433.63,74.72,28237.78,12302.484,4.73,4048.42,2036.49,18.61
2023-03-08 00:00:00+00:00,32856.46,105.616,13379.68,74.19,28309.16,12152.17,4.84,3986.37,2044.98,19.59
2023-03-09 00:00:00+00:00,32798.4,105.657,13017.18,73.84,28444.19,12215.333,4.75,3992.01,2051.21,19.11
2023-03-10 00:00:00+00:00,32254.86,105.278,12834.9,73.43,28623.15,11995.882,5.27,3918.32,2071.09,22.61
2023-03-11 00:00:00+00:00,31909.64,104.637,12461.11,73.44,28143.97,11830.282,5.83,3861.59,2031.58,24.8
2023-03-12 00:00:00+00:00,,,,,,11830.282,,,,
2023-03-13 00:00:00+00:00,,104.309,,,,,,,,
2023-03-14 00:00:00+00:00,31819.14,103.68,12739.48,73.04,27832.96,11923.167,6.04,3855.76,2000.99,26.52
2023-03-15 00:00:00+00:00,32155.4,103.735,12450.91,73.57,27222.04,12199.786,5.65,3919.29,1947.54,23.73
2023-03-16 00:00:00+00:00,31874.57,104.652,12709.41,73.33,27229.48,12251.321,6.12,3891.93,1960.12,26.14
2023-03-17 00:00:00+00:00,32246.55,104.397,12510.59,73.81,27010.61,12581.39,5.56,3960.28,1937.1,22.99
2023-03-18 00:00:00+00:00,31861.98,103.864,12762.55,73.37,27333.79,12519.875,6.17,3916.64,1959.42,25.51
2023-03-19 00:00:00+00:00,,,,,,12519.875,,,,
2023-03-20 00:00:00+00:00,,103.768,,,,,,,,
2023-03-21 00:00:00+00:00,32244.58,103.342,12517.92,73.17,26945.67,12562.607,5.89,3951.57,1929.3,24.15
2023-03-22 00:00:00+00:00,32560.6,103.178,12696.38,73.97,,12741.437,5.37,4002.87,,21.38
2023-03-23 00:00:00+00:00,32030.11,102.442,12845.68,74.04,27466.61,12567.151,5.54,3936.97,1962.93,22.26
2023-03-24 00:00:00+00:00,32105.25,102.605,13281.92,73.75,27419.61,12729.233,5.71,3948.72,1957.32,22.61
2023-03-25 00:00:00+00:00,32237.53,103.115,13203.55,73.6,27385.25,12767.048,5.49,3970.99,1955.32,21.74
2023-03-26 00:00:00+00:00,,,,,,,,,,
2023-03-27 00:00:00+00:00,,103.009,,,,,,,,
2023-03-28 00:00:00+00:00,32432.08,102.748,12884.88,73.42,27476.87,12673.069,5.27,3977.53,1961.84,20.6
2023-03-29 00:00:00+00:00,32394.25,102.492,13066.92,73.38,27518.25,12610.569,5.15,3971.27,1966.67,19.97
2023-03-30 00:00:00+00:00,32717.6,102.641,13377.33,74.3,27883.78,12846.031,4.98,4027.81,1995.48,19.12
2023-03-31 00:00:00+00:00,32859.03,102.231,13443.01,74.74,27782.93,12963.142,4.97,4050.83,1983.32,19.02
2023-04-01 00:00:00+00:00,33274.15,102.594,13520.59,75.55,28041.48,13181.351,4.95,4109.31,2003.5,18.7
2023-04-02 00:00:00+00:00,,,,,,13181.351,,,,
2023-04-03 00:00:00+00:00,,102.916,,,,,,,,
2023-04-04 00:00:00+00:00,33601.15,102.033,13431.75,75.15,28188.15,13148.35,4.83,4124.51,2017.68,18.55
2023-04-05 00:00:00+00:00,33402.38,101.528,13275.3,74.93,28287.42,13100.075,4.92,4100.6,2022.76,19.0
2023-04-06 00:00:00+00:00,33482.72,101.873,,74.51,27813.26,12967.199,4.88,4090.38,1983.84,19.08
2023-04-07 00:00:00+00:00,33485.29,101.914,13287.35,74.84,27472.63,13062.596,4.8,4105.02,1961.28,18.4
2023-04-08 00:00:00+00:00,,102.095,,,27518.31,,,,1965.44,
2023-04-09 00:00:00+00:00,,,,,,,,,,
2023-04-10 00:00:00+00:00,,102.026,,,,,,,,
2023-04-11 00:00:00+00:00,33586.52,102.478,,74.77,27633.66,13051.234,4.74,4109.11,1976.53,18.97
2023-04-12 00:00:00+00:00,33684.79,102.121,13392.77,74.93,27923.37,12964.155,4.7,4108.94,1991.85,19.1
2023-04-13 00:00:00+00:00,33646.5,101.483,13215.46,74.91,28082.7,12848.348,4.73,4091.95,2006.92,19.09
2023-04-14 00:00:00+00:00,34029.69,100.975,13249.76,75.42,28156.97,13109.389,4.56,4146.22,2007.93,17.8
2023-04-15 00:00:00+00:00,33886.47,101.581,13299.8,75.28,28493.47,13079.516,4.48,4137.64,2018.72,17.07
2023-04-16 00:00:00+00:00,,,,,,,,,,
2023-04-17 00:00:00+00:00,,101.671,,,,,,,,
2023-04-18 00:00:00+00:00,33987.18,102.114,13546.69,75.08,28514.78,13087.714,4.36,4151.32,2026.97,16.95
2023-04-19 00:00:00+00:00,33976.63,101.719,13469.56,75.13,28658.83,13091.793,4.33,4154.87,2040.89,16.83
2023-04-20 00:00:00+00:00,33897.01,101.991,13267.1,74.83,28606.76,13088.715,4.32,4154.52,2040.38,16.46
2023-04-21 00:00:00+00:00,33786.62,101.784,13285.38,74.76,28657.57,12985.98,4.41,4129.79,2039.73,17.17
2023-04-22 00:00:00+00:00,33808.96,101.724,13029.68,74.99,28564.37,13000.768,4.33,4133.52,2035.06,16.77
2023-04-23 00:00:00+00:00,,,,,,,,,,
2023-04-24 00:00:00+00:00,,101.688,,,,,,,,
2023-04-25 00:00:00+00:00,33875.4,101.251,12962.99,75.2,28593.52,12969.758,4.31,4137.04,2037.34,16.89
2023-04-26 00:00:00+00:00,33530.83,101.817,12668.66,75.08,28620.07,12725.109,4.67,4071.63,2042.15,18.76
2023-04-27 00:00:00+00:00,33301.87,101.389,12763.99,74.79,28416.47,12806.485,4.55,4055.99,2023.9,18.84
2023-04-28 00:00:00+00:00,33826.16,101.45,12804.93,75.04,28457.68,13160.026,4.35,4135.35,2032.51,17.03
2023-04-29 00:00:00+00:00,34098.16,101.672,12831.24,75.36,28856.44,13245.986,4.18,4169.48,2057.48,15.78
2023-04-30 00:00:00+00:00,,,,,,,,,,
2023-05-01 00:00:00+00:00,,101.728,,,,,,,,
2023-05-02 00:00:00+00:00,34051.7,102.173,,74.69,29123.18,13231.468,4.1,4167.87,2078.06,16.08
2023-05-03 00:00:00+00:00,33684.53,101.868,12818.43,74.62,29157.95,13113.66,4.3,4119.58,2075.53,17.78
2023-05-04 00:00:00+00:00,33414.24,101.227,12662.76,74.58,,13030.208,4.42,4090.75,,18.34
2023-05-05 00:00:00+00:00,33127.74,101.34,12905.45,74.36,,12982.481,4.65,4061.22,,20.09
2023-05-06 00:00:00+00:00,33674.38,101.282,13066.5,74.76,,13259.132,4.29,4136.25,,17.19
2023-05-07 00:00:00+00:00,,,,,,13259.132,,,,
2023-05-08 00:00:00+00:00,,101.323,,,,,,,,
2023-05-09 00:00:00+00:00,33618.69,101.437,13251.38,74.55,28949.88,13291.642,4.22,4138.12,2071.21,16.98
2023-05-10 00:00:00+00:00,33561.81,101.627,12937.0,74.36,29242.82,13201.114,4.3,4119.17,2097.55,17.71
2023-05-11 00:00:00+00:00,33531.33,101.411,12832.59,74.81,29122.18,13347.827,4.18,4137.64,2085.91,16.94
2023-05-12 00:00:00+00:00,33309.51,102.097,12875.54,74.69,29126.72,13389.778,4.13,4130.62,2083.09,16.93
2023-05-13 00:00:00+00:00,33300.62,102.705,12842.21,74.42,29388.3,13340.175,4.14,4124.08,2096.39,17.03
2023-05-14 00:00:00+00:00,,,,,,13340.175,,,,
2023-05-15 00:00:00+00:00,,102.693,,,,,,,,
2023-05-16 00:00:00+00:00,33348.6,102.439,13069.95,74.4,29626.34,13413.509,4.04,4136.28,2114.85,17.12
2023-05-17 00:00:00+00:00,33012.14,102.601,13118.24,73.88,29842.99,13426.014,4.15,4109.9,2127.18,17.99
2023-05-18 00:00:00+00:00,33420.77,102.89,12842.37,74.08,30093.59,13589.263,4.02,4158.77,2133.61,16.87
2023-05-19 00:00:00+00:00,33535.91,103.505,12989.93,74.12,30573.93,13834.616,3.85,4198.05,2157.85,16.05
2023-05-20 00:00:00+00:00,33426.63,103.193,12702.83,74.2,30808.35,13803.489,3.95,4191.98,2161.69,16.81
2023-05-21 00:00:00+00:00,,,,,,,,,,
2023-05-22 00:00:00+00:00,,103.057,,,,,,,,
2023-05-23 00:00:00+00:00,33286.58,103.268,12904.78,74.53,31086.82,13849.743,3.96,4192.63,2175.9,17.21
2023-05-24 00:00:00+00:00,33055.51,103.542,12732.42,74.14,30957.77,13672.538,4.03,4145.58,2161.49,18.53
2023-05-25 00:00:00+00:00,32799.92,103.844,12488.25,73.62,30682.68,13604.482,4.2,4115.24,2152.4,20.03
2023-05-26 00:00:00+00:00,32764.65,104.235,12195.65,73.57,30801.13,13938.531,4.1,4151.28,2146.15,19.14
2023-05-27 00:00:00+00:00,33093.34,104.226,,74.02,30916.31,14298.409,3.94,4205.45,2145.84,17.95
2023-05-28 00:00:00+00:00,,,,,,,,,,
2023-05-29 00:00:00+00:00,,104.273,,,,,,,,
2023-05-30 00:00:00+00:00,,104.314,12050.53,,31233.54,,,,2160.65,17.46
2023-05-31 00:00:00+00:00,33042.78,104.062,12105.24,74.34,31328.16,14354.986,3.83,4205.52,2159.22,17.46
2023-06-01 00:00:00+00:00,32908.27,104.16,11830.82,74.11,30887.88,14254.09,3.81,4179.83,2130.63,17.94
2023-06-02 00:00:00+00:00,33061.57,103.55,11849.12,74.2,31148.01,14441.513,3.59,4221.02,2149.29,15.65
2023-06-03 00:00:00+00:00,33762.76,104.041,12411.15,74.58,31524.22,14546.641,3.45,4282.37,2182.7,14.6
2023-06-04 00:00:00+00:00,,,,,,,,,,
2023-06-05 00:00:00+00:00,,104.147,,,,,,,,
2023-06-06 00:00:00+00:00,33562.86,104.005,12455.49,74.52,32217.43,14556.497,3.37,4273.79,2219.79,14.73
2023-06-07 00:00:00+00:00,33573.28,104.086,12485.96,74.64,32506.78,14558.094,3.18,4283.85,2236.28,13.96
2023-06-08 00:00:00+00:00,33665.02,104.046,12660.76,74.23,31913.74,14303.287,3.19,4267.52,2206.3,13.94
2023-06-09 00:00:00+00:00,33833.61,103.327,12679.98,74.7,31641.27,14484.543,3.11,4293.93,2191.5,13.65
2023-06-10 00:00:00+00:00,33876.78,103.553,12772.68,74.72,32265.17,14528.36,3.13,4298.86,2224.32,13.83
2023-06-11 00:00:00+00:00,,,,,,,,,,
2023-06-12 00:00:00+00:00,,103.542,,,,,,,,
2023-06-13 00:00:00+00:00,34066.33,103.582,12746.42,74.64,32434.0,14784.301,3.15,4338.93,2238.77,15.01
2023-06-14 00:00:00+00:00,34212.12,103.31,12825.55,74.73,33018.65,14900.853,3.14,4369.01,2264.79,14.61
2023-06-15 00:00:00+00:00,33979.33,102.932,12751.21,74.76,33502.42,15005.692,3.04,4372.59,2294.53,13.88
2023-06-16 00:00:00+00:00,34408.06,102.148,13152.98,75.12,33485.49,15185.477,3.13,4425.84,2293.97,14.5
2023-06-17 00:00:00+00:00,34299.12,102.299,13274.6,74.93,33706.08,15083.918,3.02,4409.59,2300.36,13.54
2023-06-18 00:00:00+00:00,,,,,,,,,,
2023-06-19 00:00:00+00:00,,102.302,,,,,,,,
2023-06-20 00:00:00+00:00,,102.482,13122.68,,33370.42,,,,2290.5,14.19
2023-06-21 00:00:00+00:00,34053.87,102.509,12852.11,74.73,33388.91,15070.149,3.02,4388.71,2283.85,13.88
2023-06-22 00:00:00+00:00,33951.52,102.03,12569.57,74.54,33575.14,14867.451,2.96,4365.69,2295.01,13.2
2023-06-23 00:00:00+00:00,33946.71,102.395,,74.32,33264.88,15042.319,2.89,4381.89,2296.5,12.91
2023-06-24 00:00:00+00:00,33727.43,102.867,12379.2,74.19,32781.54,14891.482,2.92,4348.33,2264.73,13.44
2023-06-25 00:00:00+00:00,,,,,,14891.482,,,,
2023-06-26 00:00:00+00:00,,102.772,,,,,,,,
2023-06-27 00:00:00+00:00,33714.71,102.739,12298.83,74.23,32698.81,14689.021,2.92,4328.82,2260.17,14.25
2023-06-28 00:00:00+00:00,33926.74,102.512,12548.12,74.48,32538.33,14945.907,2.85,4378.41,2253.81,13.74
2023-06-29 00:00:00+00:00,33852.66,102.964,12555.32,74.91,33193.99,14964.575,2.75,4376.86,2298.6,13.43
2023-06-30 00:00:00+00:00,34122.42,103.334,12353.97,74.71,33234.14,14939.951,2.81,4396.44,2296.25,13.54
2023-07-01 00:00:00+00:00,34407.6,102.921,12336.76,75.07,33189.04,15179.208,2.75,4450.38,2288.6,13.59
2023-07-02 00:00:00+00:00,,,,,,,,,,
2023-07-03 00:00:00+00:00,,102.951,,,,,,,,
2023-07-04 00:00:00+00:00,34418.47,102.966,12663.37,74.55,33753.33,15208.693,2.74,4455.59,2320.81,13.57
2023-07-05 00:00:00+00:00,,103.068,12718.53,,33422.52,,,,2306.37,13.7
2023-07-06 00:00:00+00:00,34288.64,103.341,12488.92,74.32,33338.7,15203.778,2.78,4446.82,2306.03,14.18
2023-07-07 00:00:00+00:00,33922.26,103.099,12062.9,73.78,32773.02,15089.449,2.93,4411.59,2277.08,15.44
2023-07-08 00:00:00+00:00,33734.88,102.266,11963.69,73.85,32388.42,15036.852,2.87,4398.95,2254.9,14.83
2023-07-09 00:00:00+00:00,,,,,,,,,,
2023-07-10 00:00:00+00:00,,102.29,,,,,,,,
2023-07-11 00:00:00+00:00,33944.4,101.924,12049.99,74.22,32189.73,15045.639,2.85,4409.53,2243.33,15.07
2023-07-12 00:00:00+00:00,34261.42,101.601,12181.52,74.62,32203.57,15119.062,2.82,4439.26,2236.4,14.84
2023-07-13 00:00:00+00:00,34347.43,100.5,12350.48,75.2,31943.93,15307.226,2.66,4472.16,2221.48,13.54
2023-07-14 00:00:00+00:00,34395.14,99.778,12741.46,75.65,32419.33,15571.976,2.68,4510.04,2242.99,13.61
2023-07-15 00:00:00+00:00,34509.03,99.96,12764.7,75.1,32391.26,15565.597,2.64,4505.42,2239.1,13.34
2023-07-16 00:00:00+00:00,,,,,,,,,,
2023-07-17 00:00:00+00:00,,99.957,,,,,,,,
2023-07-18 00:00:00+00:00,34585.35,99.905,,75.24,,15713.277,2.64,4522.79,,13.48
2023-07-19 00:00:00+00:00,34951.93,99.965,12459.59,75.45,32493.89,15841.351,2.61,4554.98,2252.28,13.3
2023-07-20 00:00:00+00:00,35061.21,100.256,12402.73,75.51,32896.03,15826.352,2.67,4565.72,2278.97,13.76
2023-07-21 00:00:00+00:00,35225.18,100.777,12364.52,75.18,32490.52,15466.088,2.66,4534.87,2260.9,13.99
2023-07-22 00:00:00+00:00,35227.69,101.085,12473.16,75.37,32304.25,15425.674,2.62,4536.34,2262.2,13.6
2023-07-23 00:00:00+00:00,,,,,,,,,,
2023-07-24 00:00:00+00:00,,101.101,,,,,,,,
2023-07-25 00:00:00+00:00,35411.24,101.417,12195.04,75.24,32700.94,15448.021,2.58,4554.64,2281.18,13.91
2023-07-26 00:00:00+00:00,35438.07,101.318,12877.22,75.19,32682.51,15561.415,2.58,4567.46,2285.38,13.86
2023-07-27 00:00:00+00:00,35520.12,101.099,12795.9,75.49,32668.34,15499.265,2.51,4566.75,2283.09,13.19
2023-07-28 00:00:00+00:00,35282.72,101.696,12970.28,74.89,32891.16,15464.929,2.63,4537.41,2295.14,14.41
2023-07-29 00:00:00+00:00,35459.29,101.701,13221.14,75.32,32759.23,15750.928,2.53,4582.23,2290.61,13.33
2023-07-30 00:00:00+00:00,,,,,,,,,,
2023-07-31 00:00:00+00:00,,101.618,,,,,,,,
2023-08-01 00:00:00+00:00,35559.53,101.894,13428.65,75.5,33172.22,15756.999,2.51,4588.96,2322.56,13.63
2023-08-02 00:00:00+00:00,35630.68,102.007,13376.6,74.77,33476.58,15718.009,2.54,4576.73,2337.36,13.93
2023-08-03 00:00:00+00:00,35282.52,102.591,13011.7,74.45,32707.69,15370.739,2.77,4513.39,2301.76,16.09
2023-08-04 00:00:00+00:00,35215.89,102.458,12986.71,74.21,32159.28,15353.541,2.76,4501.89,2268.35,15.92
2023-08-05 00:00:00+00:00,35065.62,102.009,13149.98,74.65,32192.75,15274.915,2.86,4478.03,2274.63,17.1
2023-08-06 00:00:00+00:00,,,,,,,,,,
2023-08-07 00:00:00+00:00,,102.057,,,,,,,,
2023-08-08 00:00:00+00:00,35473.13,102.087,13132.08,74.79,32254.56,15407.854,2.72,4518.44,2283.93,15.77
2023-08-09 00:00:00+00:00,35314.49,102.53,12845.53,74.95,32377.29,15273.048,2.76,4499.38,2291.73,15.99
2023-08-10 00:00:00+00:00,35123.36,102.479,12907.42,74.96,32204.33,15101.707,2.74,4467.71,2282.57,15.96
2023-08-11 00:00:00+00:00,35176.15,102.644,12933.32,74.94,32473.65,15128.837,2.74,4468.83,2303.51,15.85
2023-08-12 00:00:00+00:00,35281.4,102.853,12716.53,74.83,,15028.071,2.64,4464.05,,14.84
2023-08-13 00:00:00+00:00,,,,,,,,,,
2023-08-14 00:00:00+00:00,,102.872,,,,,,,,
2023-08-15 00:00:00+00:00,35307.63,103.138,12480.44,74.82,32059.91,15205.585,2.6,4489.72,2280.89,14.82
2023-08-16 00:00:00+00:00,34946.39,103.212,12367.13,74.58,32238.89,15037.648,2.74,4437.86,2290.31,16.46
2023-08-17 00:00:00+00:00,34765.74,103.478,12188.57,74.35,31766.82,14876.47,2.79,4404.33,2260.84,16.78
2023-08-18 00:00:00+00:00,34474.83,103.403,12221.09,74.04,31626.0,14715.81,2.92,4370.36,2253.06,17.89
2023-08-19 00:00:00+00:00,34500.66,103.433,11932.14,74.09,31450.76,14694.837,2.86,4369.71,2237.29,17.3
2023-08-20 00:00:00+00:00,,,,,,,,,,
2023-08-21 00:00:00+00:00,,103.402,,,,,,,,
2023-08-22 00:00:00+00:00,34463.69,103.322,11684.52,74.07,31565.64,14936.686,2.77,4399.77,2241.49,17.13
2023-08-23 00:00:00+00:00,34288.83,103.588,11830.54,74.11,31856.71,14908.962,2.79,4387.55,2265.71,16.97
2023-08-24 00:00:00+00:00,34472.98,103.35,11893.75,74.71,32010.26,15148.056,2.7,4436.01,2277.05,15.98
2023-08-25 00:00:00+00:00,34099.42,104.09,12217.54,74.3,32287.21,14816.442,2.8,4376.31,2286.59,17.2
2023-08-26 00:00:00+00:00,34346.9,104.187,12020.0,74.61,31624.28,14941.827,2.68,4405.71,2266.4,15.68
2023-08-27 00:00:00+00:00,,,,,,,,,,
2023-08-28 00:00:00+00:00,,104.172,,,,,,,,
2023-08-29 00:00:00+00:00,34559.98,103.95,12166.71,74.89,32169.99,15052.46,2.57,4433.31,2299.81,15.08
2023-08-30 00:00:00+00:00,34852.67,103.558,12433.76,75.36,32226.97,15376.548,2.51,4497.63,2303.41,14.45
2023-08-31 00:00:00+00:00,34890.24,103.126,12368.6,75.33,32333.46,15462.431,2.42,4514.87,2313.38,13.88
2023-09-01 00:00:00+00:00,34721.91,103.632,12279.58,75.28,32619.34,15501.074,2.38,4507.66,2332.0,13.57
2023-09-02 00:00:00+00:00,34837.71,104.264,,75.07,32710.62,15490.864,2.35,4515.77,2349.75,13.09
2023-09-03 00:00:00+00:00,,,,,,,,,,
2023-09-04 00:00:00+00:00,,104.239,,,,,,,,
2023-09-05 00:00:00+00:00,,104.155,12703.97,,32939.18,,,,2373.73,13.82
2023-09-06 00:00:00+00:00,34641.97,104.754,12446.31,74.58,33036.76,15508.236,2.36,4496.83,2377.85,14.01
2023-09-07 00:00:00+00:00,34443.19,104.868,12443.22,74.4,33241.02,15371.443,2.41,4465.48,2392.53,14.45
2023-09-08 00:00:00+00:00,34500.73,105.051,12270.22,74.65,32991.08,15258.522,2.4,4451.14,2383.38,14.4
2023-09-09 00:00:00+00:00,34576.59,105.056,,74.62,32606.84,15280.23,2.36,4457.49,2359.02,13.84
2023-09-10 00:00:00+00:00,,,,,,,,,,
2023-09-11 00:00:00+00:00,,104.865,,,,,,,,
2023-09-12 00:00:00+00:00,34663.72,104.573,12259.22,74.75,32467.76,15461.865,2.31,4487.46,2360.48,13.8
2023-09-13 00:00:00+00:00,34645.99,104.592,12167.2,74.63,32776.37,15289.736,2.31,4461.9,2379.91,14.23
2023-09-14 00:00:00+00:00,34575.53,104.745,12107.03,74.83,32706.52,15348.525,2.27,4467.44,2378.64,13.48
2023-09-15 00:00:00+00:00,34907.11,105.408,12184.84,74.92,33168.1,15473.893,2.2,4505.1,2405.57,12.82
2023-09-16 00:00:00+00:00,34618.24,105.331,12263.19,74.64,33533.09,15202.398,2.29,4450.32,2428.38,13.79
2023-09-17 00:00:00+00:00,,,,,,,,,,
2023-09-18 00:00:00+00:00,,105.267,,,,,,,,
2023-09-19 00:00:00+00:00,34624.3,105.084,12081.29,74.69,,15225.372,2.28,4453.53,,14.0
2023-09-20 00:00:00+00:00,34517.73,105.122,12127.72,74.46,33242.59,15191.234,2.26,4443.95,2430.3,14.11
2023-09-21 00:00:00+00:00,34440.88,105.455,12008.97,74.4,33023.78,14969.923,2.35,4402.2,2406.0,15.14
2023-09-22 00:00:00+00:00,34070.42,105.393,11831.99,73.87,32571.03,14694.243,2.54,4330.0,2383.41,17.54
2023-09-23 00:00:00+00:00,33963.84,105.582,12185.74,74.0,32402.41,14701.097,2.54,4320.06,2376.27,17.2
2023-09-24 00:00:00+00:00,,,,,,,,,,
2023-09-25 00:00:00+00:00,,105.577,,,,,,,,
2023-09-26 00:00:00+00:00,34006.88,105.954,11940.93,73.9,32678.62,14768.895,2.54,4337.44,2385.5,16.9
2023-09-27 00:00:00+00:00,33618.88,106.214,11781.22,73.58,32315.05,14545.826,2.77,4273.53,2371.94,18.94
2023-09-28 00:00:00+00:00,33550.27,106.671,11848.73,73.48,32371.9,14580.159,2.66,4274.51,2379.53,18.22
2023-09-29 00:00:00+00:00,33666.34,106.165,11677.37,73.83,31872.52,14702.766,2.53,4299.7,2345.51,17.34
2023-09-30 00:00:00+00:00,33507.5,106.174,11988.6,73.72,31857.62,14715.244,2.59,4288.05,2323.39,17.52
2023-10-01 00:00:00+00:00,,,,,,14715.244,,,,
2023-10-02 00:00:00+00:00,,106.246,,,,,,,,
2023-10-03 00:00:00+00:00,33433.35,107.014,,72.89,31759.88,14837.569,2.59,4288.39,2314.44,17.61
2023-10-04 00:00:00+00:00,33002.38,107.072,11594.02,72.15,31237.94,14565.616,2.84,4229.45,2275.47,19.78
2023-10-05 00:00:00+00:00,33129.55,106.768,11449.24,72.52,30526.88,14776.253,2.69,4263.75,2218.89,18.58
2023-10-06 00:00:00+00:00,33119.57,106.372,11449.31,72.59,31075.36,14723.222,2.66,4258.19,2263.76,18.49
2023-10-07 00:00:00+00:00,33407.58,106.101,11629.15,72.69,30994.67,14973.241,2.62,4308.5,2264.08,17.45
2023-10-08 00:00:00+00:00,,,,,,,,,,
2023-10-09 00:00:00+00:00,,106.22,,,,,,,,
2023-10-10 00:00:00+00:00,33604.65,105.959,11683.51,73.23,,15047.155,2.59,4335.66,,17.7
2023-10-11 00:00:00+00:00,33739.3,105.768,11804.83,73.21,31746.53,15131.52,2.5,4358.24,2312.19,17.03
